week_start_dt,week_end_dt,vietnam_season,p_color,price,total_volume,brazil,india,vietnam,indonesia,china,brazil_season,indonesia_season,india_season,china_season,jordan_max_price,jordan_min_price,demand,supply,month,year,DayOfMonth
2016-07-25,2016-07-31,1,yellow,9.899575,1717190.1,613771.4,0.0,824949.4,278469.2,0.0,True,True,False,True,11.025,10.025,415.72,0.5,7,2016,25
2016-08-01,2016-08-07,1,yellow,9.499555,1726132.1,486847.7,2150.3,1008523.7,228610.3,0.0,True,True,True,True,10.425,9.825,407.83,0.5,8,2016,1
2016-08-01,2016-08-07,1,green,6.499635,1726132.1,486847.7,2150.3,1008523.7,228610.3,0.0,True,True,True,True,6.825,6.425,18.06,0.5,8,2016,1
2016-08-01,2016-08-07,1,red,7.000185,1726132.1,486847.7,2150.3,1008523.7,228610.3,0.0,True,True,True,True,7.625,7.125,103.27,0.5,8,2016,1
2016-08-08,2016-08-14,1,yellow,9.350395,1532711.7,353002.4,8602.6,996815.0,174291.5,0.0,True,True,True,True,10.025,9.625,403.84,0.5,8,2016,8
2016-08-08,2016-08-14,1,red,6.950465,1532711.7,353002.4,8602.6,996815.0,174291.5,0.0,True,True,True,True,7.625,7.125,81.28999999999999,0.5,8,2016,8
2016-08-08,2016-08-14,1,green,6.484945,1532711.7,353002.4,8602.6,996815.0,174291.5,0.0,True,True,True,True,6.825,6.225,22.85,0.5,8,2016,8
2016-08-15,2016-08-21,1,yellow,9.400115,1466948.5,219179.5,27194.5,1137839.2,82735.1,0.0,True,True,True,True,10.025,9.625,367.58,0.5,8,2016,15
2016-08-15,2016-08-21,1,red,7.0996250000000005,1466948.5,219179.5,27194.5,1137839.2,82735.1,0.0,True,True,True,True,7.625,7.125,59.02,0.5,8,2016,15
2016-08-15,2016-08-21,1,green,6.484945,1466948.5,219179.5,27194.5,1137839.2,82735.1,0.0,True,True,True,True,6.625,6.225,12.95,0.5,8,2016,15
2016-08-22,2016-08-28,1,green,6.699645,1743556.2,180720.6,34375.1,1426130.1,102330.3,0.0,True,True,True,True,7.525,7.025,49.56,0.5,8,2016,22
2016-08-22,2016-08-28,1,red,7.699655,1743556.2,180720.6,34375.1,1426130.1,102330.3,0.0,True,True,True,True,8.325,7.825,146.27,0.5,8,2016,22
2016-08-22,2016-08-28,1,yellow,9.649845,1743556.2,180720.6,34375.1,1426130.1,102330.3,0.0,True,True,True,True,10.025,9.625,429.31000000000006,0.5,8,2016,22
2016-08-29,2016-09-04,1,yellow,10.000145,1871188.7,150348.8,34472.7,1605809.2,80557.9,0.0,False,False,True,True,10.525,10.025,432.63,0.5,8,2016,29
2016-08-29,2016-09-04,1,red,8.550545,1871188.7,150348.8,34472.7,1605809.2,80557.9,0.0,False,False,True,True,8.825,8.425,122.79,0.5,8,2016,29
2016-08-29,2016-09-04,1,green,7.150515,1871188.7,150348.8,34472.7,1605809.2,80557.9,0.0,False,False,True,True,8.025,7.425,27.81,0.5,8,2016,29
2016-09-05,2016-09-11,1,green,8.400295,1835932.2,136681.5,49199.9,1608683.2,41367.5,0.0,False,False,True,True,8.625,8.025,8.209999999999999,0.5,9,2016,5
2016-09-05,2016-09-11,1,red,9.450025,1835932.2,136681.5,49199.9,1608683.2,41367.5,0.0,False,False,True,True,9.925,9.325,94.75,0.5,9,2016,5
2016-09-05,2016-09-11,1,yellow,10.200155,1835932.2,136681.5,49199.9,1608683.2,41367.5,0.0,False,False,True,True,10.925,10.225,608.21,0.5,9,2016,5
2016-09-12,2016-09-18,1,red,9.825185,1570299.8,120488.9,76517.8,1347166.0,26126.8,0.0,False,False,True,True,10.025,9.525,109.71,0.5,9,2016,12
2016-09-12,2016-09-18,1,green,8.674885,1570299.8,120488.9,76517.8,1347166.0,26126.8,0.0,False,False,True,True,8.925,8.325,21.29,0.5,9,2016,12
2016-09-12,2016-09-18,1,yellow,10.375305,1570299.8,120488.9,76517.8,1347166.0,26126.8,0.0,False,False,True,True,10.925,10.425,718.83,0.5,9,2016,12
2016-09-19,2016-09-25,1,green,8.674885,1644264.6,105043.9,104884.5,1429981.6,4354.4,0.0,False,False,True,True,9.025,8.525,26.96,0.5,9,2016,19
2016-09-19,2016-09-25,1,red,9.775465,1644264.6,105043.9,104884.5,1429981.6,4354.4,0.0,False,False,True,True,10.525,10.025,115.2,0.5,9,2016,19
2016-09-19,2016-09-25,1,yellow,10.200155,1644264.6,105043.9,104884.5,1429981.6,4354.4,0.0,False,False,True,True,10.925,10.325,578.2,0.5,9,2016,19
2016-09-26,2016-10-02,1,red,9.550595,1229244.0,21220.2,166514.8,1039331.7,2177.2,0.0,False,False,True,False,10.525,10.025,98.68,0.5,9,2016,26
2016-09-26,2016-10-02,1,green,8.349445,1229244.0,21220.2,166514.8,1039331.7,2177.2,0.0,False,False,True,False,10.675,10.025,38.4,0.5,9,2016,26
2016-09-26,2016-10-02,1,yellow,9.649845,1229244.0,21220.2,166514.8,1039331.7,2177.2,0.0,False,False,True,False,10.825,10.025,591.9399999999999,0.5,9,2016,26
2016-10-03,2016-10-09,2,yellow,10.026135,810169.3,7959.9,178926.1,623283.2,0.0,0.0,False,False,True,False,11.525,10.325,534.77,0.5,10,2016,3
2016-10-03,2016-10-09,2,red,9.821795000000002,810169.3,7959.9,178926.1,623283.2,0.0,0.0,False,False,True,False,11.225,10.325,91.11,0.5,10,2016,3
2016-10-03,2016-10-09,2,green,8.450015,810169.3,7959.9,178926.1,623283.2,0.0,0.0,False,False,True,False,11.325,10.6,34.410000000000004,0.5,10,2016,3
2016-10-10,2016-10-16,2,green,8.819525,519716.3,83.9,136157.7,383474.7,0.0,0.0,False,False,True,False,11.425,10.875,59.02,0.5,10,2016,10
2016-10-10,2016-10-16,2,red,10.295265,519716.3,83.9,136157.7,383474.7,0.0,0.0,False,False,True,False,11.525,11.15,81.53,0.5,10,2016,10
2016-10-10,2016-10-16,2,yellow,10.466835,519716.3,83.9,136157.7,383474.7,0.0,0.0,False,False,True,False,11.625,11.425,591.75,0.5,10,2016,10
2016-10-17,2016-10-23,2,red,10.200345,2535424.0,0.0,188819.2,2346604.7,0.0,0.0,False,False,True,False,11.675,11.375,82.39,0.5,10,2016,17
2016-10-17,2016-10-23,2,green,8.969815,2535424.0,0.0,188819.2,2346604.7,0.0,0.0,False,False,True,False,11.725,11.325,48.3,0.5,10,2016,17
2016-10-17,2016-10-23,2,yellow,10.350445,2535424.0,0.0,188819.2,2346604.7,0.0,0.0,False,False,True,False,11.774999999999999,11.275,371.28,0.5,10,2016,17
2016-10-24,2016-10-30,2,yellow,10.474745,2484989.7,0.0,244778.2,2240211.4,0.0,0.0,False,False,True,False,11.825,11.225,463.28,0.5,10,2016,24
2016-10-24,2016-10-30,2,red,9.400305,2484989.7,0.0,244778.2,2240211.4,0.0,0.0,False,False,True,False,10.825,9.425,36.28,0.5,10,2016,24
2016-10-24,2016-10-30,2,green,8.450015,2484989.7,0.0,244778.2,2240211.4,0.0,0.0,False,False,True,False,9.825,7.825,36.47,0.5,10,2016,24
2016-10-31,2016-11-06,2,yellow,10.449885,1729423.8,0.0,200362.2,1529061.6,0.0,0.0,False,False,False,False,11.025,9.725,477.81000000000006,0.5,10,2016,31
2016-10-31,2016-11-06,2,red,8.099675000000001,1729423.8,0.0,200362.2,1529061.6,0.0,0.0,False,False,False,False,9.225,7.525,34.739999999999995,0.5,10,2016,31
2016-10-31,2016-11-06,2,green,7.499685,1729423.8,0.0,200362.2,1529061.6,0.0,0.0,False,False,False,False,7.825,6.525,45.59,0.5,10,2016,31
2016-11-07,2016-11-13,2,yellow,8.501765,1572656.7,0.0,172975.1,1399681.5,0.0,0.0,False,False,False,False,10.225,9.025,520.21,0.5,11,2016,7
2016-11-07,2016-11-13,2,red,6.944815,1572656.7,0.0,172975.1,1399681.5,0.0,0.0,False,False,False,False,7.825,6.525,53.02,0.5,11,2016,7
2016-11-07,2016-11-13,2,green,6.426185,1572656.7,0.0,172975.1,1399681.5,0.0,0.0,False,False,False,False,6.825,6.425,16.619999999999997,0.5,11,2016,7
2016-11-14,2016-11-20,2,green,6.426185,1445429.8,0.0,121743.2,1323686.5,0.0,0.0,False,False,False,False,6.825,6.325,42.37,0.5,11,2016,14
2016-11-14,2016-11-20,2,yellow,8.200055,1445429.8,0.0,121743.2,1323686.5,0.0,0.0,False,False,False,False,8.725,7.825,512.5600000000001,0.5,11,2016,14
2016-11-14,2016-11-20,2,red,6.800175,1445429.8,0.0,121743.2,1323686.5,0.0,0.0,False,False,False,False,7.025,6.525,44.65,0.5,11,2016,14
2016-11-21,2016-11-27,2,green,6.600205,1204099.2,0.0,27717.0,1176382.2,0.0,0.0,False,False,False,False,6.825,6.325,31.03,0.5,11,2016,21
2016-11-21,2016-11-27,2,red,6.800175,1204099.2,0.0,27717.0,1176382.2,0.0,0.0,False,False,False,False,7.025,6.625,26.78,0.5,11,2016,21
2016-11-21,2016-11-27,2,yellow,7.474595000000001,1204099.2,0.0,27717.0,1176382.2,0.0,0.0,False,False,False,False,7.925,7.625,392.17,0.5,11,2016,21
2016-11-28,2016-12-04,2,yellow,7.766135,1585440.5,0.0,102705.8,1482734.6,0.0,0.0,False,False,False,False,8.225,7.625,679.8100000000001,0.5,11,2016,28
2016-11-28,2016-12-04,2,red,6.8058250000000005,1585440.5,0.0,102705.8,1482734.6,0.0,0.0,False,False,False,False,7.125,6.825,29.22,0.5,11,2016,28
2016-11-28,2016-12-04,2,green,6.525625,1585440.5,0.0,102705.8,1482734.6,0.0,0.0,False,False,False,False,6.725,6.425,30.77,0.5,11,2016,28
2016-12-05,2016-12-11,2,yellow,8.300625,1872762.7,2937.0,84606.7,1785218.9,0.0,0.0,False,False,False,False,8.425,8.025,560.62,0.5,12,2016,5
2016-12-05,2016-12-11,2,green,6.734675,1872762.7,2937.0,84606.7,1785218.9,0.0,0.0,False,False,False,False,6.925,6.625,42.32,0.5,12,2016,5
2016-12-05,2016-12-11,2,red,7.0996250000000005,1872762.7,2937.0,84606.7,1785218.9,0.0,0.0,False,False,False,False,7.225,7.025,29.26,0.5,12,2016,5
2016-12-12,2016-12-18,2,yellow,8.600075,1885337.6,125.8,56404.1,1828807.6,0.0,0.0,False,False,False,False,8.725,8.625,669.76,0.5,12,2016,12
2016-12-12,2016-12-18,2,red,7.290595000000001,1885337.6,125.8,56404.1,1828807.6,0.0,0.0,False,False,False,False,7.325,7.125,54.120000000000005,0.5,12,2016,12
2016-12-12,2016-12-18,2,green,6.750495,1885337.6,125.8,56404.1,1828807.6,0.0,0.0,False,False,False,False,6.925,6.625,40.62,0.5,12,2016,12
2016-12-19,2016-12-25,2,red,7.290595000000001,1770781.4,3222.4,42070.3,1725488.6,0.0,0.0,False,False,False,False,7.425,7.125,54.220000000000006,0.5,12,2016,19
2016-12-19,2016-12-25,2,green,6.699645,1770781.4,3222.4,42070.3,1725488.6,0.0,0.0,False,False,False,False,6.825,6.625,41.04,0.5,12,2016,19
2016-12-19,2016-12-25,2,yellow,8.630585,1770781.4,3222.4,42070.3,1725488.6,0.0,0.0,False,False,False,False,8.825,8.625,671.8,0.5,12,2016,19
2016-12-26,2017-01-01,2,red,7.134655,1592131.5,2256.0,46423.2,1543452.2,0.0,0.0,False,False,False,False,7.425,7.125,43.86,0.5,12,2016,26
2016-12-26,2017-01-01,2,yellow,8.600075,1592131.5,2256.0,46423.2,1543452.2,0.0,0.0,False,False,False,False,8.825,8.625,1047.49,0.5,12,2016,26
2016-12-26,2017-01-01,2,green,6.600205,1592131.5,2256.0,46423.2,1543452.2,0.0,0.0,False,False,False,False,6.825,6.425,26.97,0.5,12,2016,26
2017-01-02,2017-01-08,2,yellow,8.600075,1856111.5,7124.1,69239.3,1779748.1,0.0,0.0,False,False,False,False,8.825,8.625,765.95,0.5,1,2017,2
2017-01-02,2017-01-08,2,green,6.600205,1856111.5,7124.1,69239.3,1779748.1,0.0,0.0,False,False,False,False,6.825,6.325,14.13,0.5,1,2017,2
